Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,965369,-,-,-,45.85,-84.62,-5,200,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Cloud Type,Fill Flag,Precipitable Water,Global Horizontal UV Irradiance (295-385nm),Wind Direction,Global Horizontal UV Irradiance (280-400nm),Solar Zenith Angle,Clearsky GHI,GHI,Clearsky DNI,Clearsky DHI
2015,1,1,0,30,0,0,-10,0.866,6.6000000000000005,81.44,-8,980,4,0,0.384,0.0000,261.40000000000003,0.0000,157.04,0,0,0,0
2015,1,1,1,30,0,0,-10,0.866,6.5,83.08,-8,980,7,0,0.424,0.0000,258.40000000000003,0.0000,155.16,0,0,0,0
2015,1,1,2,30,0,0,-9,0.866,6.5,79.37,-7,980,8,0,0.456,0.0000,256.7,0.0000,148.38,0,0,0,0
2015,1,1,3,30,0,0,-9,0.866,6.5,81.61,-7,980,8,0,0.484,0.0000,257,0.0000,139.17000000000002,0,0,0,0
2015,1,1,4,30,0,0,-9,0.866,6.4,82.88,-7,980,7,0,0.512,0.0000,257.40000000000003,0.0000,129,0,0,0,0
2015,1,1,5,30,0,0,-9,0.866,6.4,84.07000000000001,-7,980,8,0,0.542,0.0000,256,0.0000,118.57000000000001,0,0,0,0
2015,1,1,6,30,0,0,-8,0.866,6.5,79.56,-6,980,6,0,0.5730000000000001,0.0000,252.70000000000002,0.0000,108.28,0,0,0,0
2015,1,1,7,30,0,0,-8,0.866,6.800000000000001,81.4,-6,980,7,0,0.606,0.0000,249.3,0.0000,98.44,0,0,0,0
2015,1,1,8,30,0,0,-8,0.866,7,83.46000000000001,-6,980,7,0,0.631,0.0000,247.3,0.0000,89.37,0,0,0,0
2015,1,1,9,30,28,0,-7,0.866,7.300000000000001,80.10000000000001,-5,980,6,0,0.638,0.0000,248.3,0.0000,81.44,119,28,411,58
2015,1,1,10,30,81,0,-7,0.866,7.6000000000000005,82.01,-5,980,7,0,0.628,3.0417,252,3.9585,75.07000000000001,238,81,567,92
2015,1,1,11,30,98,0,-7,0.866,7.6000000000000005,82.61,-5,980,8,4,0.603,3.8551,257.40000000000003,4.9831,70.75,325,98,650,110
2015,1,1,12,30,145,251,-7,0.866,7.300000000000001,82.25,-5,980,4,0,0.559,9.4614,264.5,12.2015,68.88,366,236,708,111
2015,1,1,13,30,150,123,-7,0.866,6.9,82.91,-5,980,4,4,0.507,7.6762,268.2,9.9086,69.68,358,193,778,88
2015,1,1,14,30,122,121,-7,0.866,6.5,82.96000000000001,-5,980,4,4,0.458,6.0255,271,7.8147,73.05,292,157,742,76
2015,1,1,15,30,56,641,-7,0.866,6.1000000000000005,82.96000000000001,-5,980,4,4,0.41600000000000004,6.6324,275.1,8.6874,78.65,182,182,641,56
2015,1,1,16,30,27,356,-7,0.866,5.800000000000001,81.82000000000001,-5,980,1,0,0.378,0.0000,284.5,0.0000,86.01,51,51,356,27
2015,1,1,17,30,0,0,-8,0.866,5.7,84.57000000000001,-6,980,4,0,0.34700000000000003,0.0000,293.5,0.0000,94.67,0,0,0,0
2015,1,1,18,30,0,0,-8,0.866,5.5,79.69,-6,980,4,0,0.327,0.0000,297,0.0000,104.23,0,0,0,0
2015,1,1,19,30,0,0,-9,0.866,5.1000000000000005,83.42,-7,980,4,0,0.316,0.0000,298.8,0.0000,114.37,0,0,0,0
2015,1,1,20,30,0,0,-9,0.866,4.800000000000001,81.55,-7,980,0,0,0.311,0.0000,299,0.0000,124.78,0,0,0,0
2015,1,1,21,30,0,0,-9,0.866,4.6000000000000005,80.24,-7,980,0,0,0.31,0.0000,299.5,0.0000,135.11,0,0,0,0
2015,1,1,22,30,0,0,-10,0.866,4.3,78.97,-7,980,0,0,0.311,0.0000,302.2,0.0000,144.82,0,0,0,0
2015,1,1,23,30,0,0,-10,0.866,3.9000000000000004,77.2,-7,990,0,0,0.311,0.0000,306.5,0.0000,152.81,0,0,0,0
2015,1,2,0,30,0,0,-10,0.866,3.5,75.71000000000001,-7,990,1,0,0.313,0.0000,309.40000000000003,0.0000,156.95000000000002,0,0,0,0
2015,1,2,1,30,0,0,-10,0.866,3,74.65,-7,990,0,0,0.319,0.0000,311.20000000000005,0.0000,155.12,0,0,0,0
2015,1,2,2,30,0,0,-10,0.866,2.8000000000000003,73.88,-7,990,0,0,0.325,0.0000,310.5,0.0000,148.37,0,0,0,0
2015,1,2,3,30,0,0,-10,0.866,2.6,73.28,-7,990,0,0,0.332,0.0000,306.8,0.0000,139.18,0,0,0,0
2015,1,2,4,30,0,0,-11,0.866,2.6,72.64,-7,990,1,0,0.34500000000000003,0.0000,300.90000000000003,0.0000,129.02,0,0,0,0
2015,1,2,5,30,0,0,-11,0.866,2.6,72.13,-7,990,0,0,0.365,0.0000,292.90000000000003,0.0000,118.59,0,0,0,0
2015,1,2,6,30,0,0,-11,0.866,2.7,77.41,-8,990,0,0,0.387,0.0000,286.3,0.0000,108.3,0,0,0,0
2015,1,2,7,30,0,0,-11,0.866,2.8000000000000003,76.34,-8,990,4,0,0.41000000000000003,0.0000,280.8,0.0000,98.45,0,0,0,0
2015,1,2,8,30,0,0,-11,0.866,3.1,76.09,-8,990,4,0,0.434,0.0000,275.5,0.0000,89.37,0,0,0,0
2015,1,2,9,30,54,109,-11,0.866,3.6,72.74,-7,990,8,0,0.449,0.0000,272.8,0.0000,81.42,128,71,539,48
2015,1,2,10,30,92,295,-10,0.866,4,74.68,-7,990,8,0,0.456,6.3114,270.3,8.2131,75.03,253,168,719,68
2015,1,2,11,30,135,191,-10,0.866,4.4,69.52,-6,990,8,0,0.461,7.7938,269.7,10.0734,70.69,343,198,801,78
2015,1,2,12,30,144,40,-10,0.866,4.6000000000000005,69.08,-6,990,8,0,0.46900000000000003,6.3393,271.6,8.1744,68.8,382,158,829,82
2015,1,2,13,30,143,66,-10,0.866,4.4,68.7,-6,990,8,0,0.47700000000000004,6.6090,272.40000000000003,8.5300,69.58,365,166,809,82
2015,1,2,14,30,119,148,-10,0.866,4.1000000000000005,68.34,-6,990,4,0,0.482,6.2249,270.40000000000003,8.0719,72.94,296,162,757,74
2015,1,2,15,30,75,148,-11,0.866,3.5,67.66,-6,1000,4,0,0.484,3.8288,268.40000000000003,5.0141,78.52,184,105,639,57
2015,1,2,16,30,27,364,-11,0.866,2.8000000000000003,71.11,-7,1000,8,4,0.489,0.0000,267.6,0.0000,85.87,53,53,364,27
2015,1,2,17,30,0,0,-11,0.866,2.3000000000000003,72.98,-8,1000,8,0,0.509,0.0000,266.6,0.0000,94.53,0,0,0,0
2015,1,2,18,30,0,0,-12,0.866,2,69.37,-8,1000,1,0,0.541,0.0000,260.8,0.0000,104.09,0,0,0,0
2015,1,2,19,30,0,0,-12,0.866,2,67.44,-8,1000,1,0,0.578,0.0000,248.3,0.0000,114.23,0,0,0,0
2015,1,2,20,30,0,0,-12,0.866,2.1,67.88,-8,1000,4,0,0.62,0.0000,226.9,0.0000,124.64,0,0,0,0
2015,1,2,21,30,0,0,-12,0.866,2.2,69.61,-8,1000,1,0,0.663,0.0000,207.10000000000002,0.0000,134.97,0,0,0,0
2015,1,2,22,30,0,0,-12,0.866,2.5,71.86,-8,1000,7,0,0.7010000000000001,0.0000,191.60000000000002,0.0000,144.68,0,0,0,0
2015,1,2,23,30,0,0,-11,0.866,2.9000000000000004,75.11,-8,1000,6,0,0.733,0.0000,185.60000000000002,0.0000,152.68,0,0,0,0
2015,1,3,0,30,0,0,-10,0.866,2.9000000000000004,73.43,-7,1000,6,0,0.76,0.0000,181.60000000000002,0.0000,156.85,0,0,0,0
2015,1,3,1,30,0,0,-10,0.866,2.9000000000000004,76.60000000000001,-7,1000,6,0,0.778,0.0000,177.10000000000002,0.0000,155.07,0,0,0,0
2015,1,3,2,30,0,0,-9,0.866,2.8000000000000003,79.79,-7,1000,6,0,0.782,0.0000,174.70000000000002,0.0000,148.37,0,0,0,0
2015,1,3,3,30,0,0,-9,0.866,2.7,82.78,-7,990,6,0,0.776,0.0000,171.3,0.0000,139.20000000000002,0,0,0,0
2015,1,3,4,30,0,0,-9,0.866,2.7,83.9,-7,990,6,0,0.778,0.0000,164.4,0.0000,129.04,0,0,0,0
2015,1,3,5,30,0,0,-9,0.866,2.7,78.57000000000001,-6,990,6,0,0.8220000000000001,0.0000,162.5,0.0000,118.61,0,0,0,0
2015,1,3,6,30,0,0,-8,0.866,2.8000000000000003,81.62,-6,990,7,0,0.923,0.0000,167,0.0000,108.31,0,0,0,0
2015,1,3,7,30,0,0,-7,0.866,3,80.17,-5,990,7,0,1.02,0.0000,163.3,0.0000,98.46000000000001,0,0,0,0
2015,1,3,8,30,0,0,-7,0.866,3.4000000000000004,79.09,-4,990,7,0,1.065,0.0000,148.5,0.0000,89.36,0,0,0,0
2015,1,3,9,30,52,208,-6,0.866,3.5,79.10000000000001,-3,990,7,0,1.071,0.0000,151.20000000000002,0.0000,81.39,118,83,429,54
2015,1,3,10,30,37,0,-4,0.866,3.5,80.02,-2,990,4,0,1.037,1.3906,152.3,1.8095,74.99,237,37,594,83
2015,1,3,11,30,38,0,-3,0.866,3.8000000000000003,80.49,-1,990,7,0,0.982,1.4969,150.9,1.9345,70.62,324,38,671,101
2015,1,3,12,30,109,0,-3,0.866,3.8000000000000003,80.02,0,990,7,0,0.9560000000000001,4.3771,148.6,5.6437,68.71000000000001,361,109,685,112
2015,1,3,13,30,140,42,-2,0.866,3.4000000000000004,84.47,0,990,6,0,0.977,6.1779,147,7.9725,69.47,343,155,640,118
2015,1,3,14,30,61,0,-1,0.866,3,87.3,0,980,6,0,1.034,2.3473,137.3,3.0431,72.81,275,61,565,108
2015,1,3,15,30,61,0,-1,0.866,2.7,88.67,0,980,6,0,1.108,2.2259,128.70000000000002,2.9143,78.39,166,61,422,81
2015,1,3,16,30,16,0,-1,0.866,2.6,88.97,0,980,6,4,1.17,0.0000,126.10000000000001,0.0000,85.73,45,16,138,34
2015,1,3,17,30,0,0,-1,0.866,2.5,95.54,-1,980,7,0,1.211,0.0000,121.7,0.0000,94.39,0,0,0,0
2015,1,3,18,30,0,0,-1,0.866,2.4000000000000004,95.56,-1,980,4,0,1.225,0.0000,116.80000000000001,0.0000,103.95,0,0,0,0
2015,1,3,19,30,0,0,-1,0.866,2.4000000000000004,95.65,-1,980,7,0,1.199,0.0000,109.9,0.0000,114.09,0,0,0,0
2015,1,3,20,30,0,0,-1,0.866,2.5,95.62,-1,980,4,0,1.141,0.0000,107.80000000000001,0.0000,124.5,0,0,0,0
2015,1,3,21,30,0,0,-1,0.866,2.6,95.13,-1,980,4,0,1.08,0.0000,105,0.0000,134.83,0,0,0,0
2015,1,3,22,30,0,0,-1,0.866,2.9000000000000004,93.76,-1,980,4,0,1.03,0.0000,99.7,0.0000,144.53,0,0,0,0
2015,1,3,23,30,0,0,-2,0.866,3.1,92.02,-1,980,4,0,0.988,0.0000,92,0.0000,152.54,0,0,0,0
2015,1,4,0,30,0,0,-2,0.866,2.8000000000000003,97.13,-2,980,4,0,0.964,0.0000,88.4,0.0000,156.74,0,0,0,0
2015,1,4,1,30,0,0,-2,0.866,2.3000000000000003,94.77,-2,980,4,0,0.964,0.0000,86.9,0.0000,155.01,0,0,0,0
