Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,844924,-,-,-,46.45,-90.18,-5,454,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Precipitable Water,Wind Direction,Solar Zenith Angle,Global Horizontal UV Irradiance (295-385nm),Global Horizontal UV Irradiance (280-400nm)
2019,1,1,0,30,0,0,-12,0.87,2.9000000000000004,90.72,-10.8,970,0,0,0,0,4,0,0.30000000000000004,14,155.57,0.0000,0.0000
2019,1,1,1,30,0,0,-12.3,0.87,2.8000000000000003,90.89,-11.100000000000001,971,0,0,0,0,7,0,0.2,11,155.98,0.0000,0.0000
2019,1,1,2,30,0,0,-12.600000000000001,0.87,2.6,90.54,-11.4,973,0,0,0,0,4,0,0.2,8,150.86,0.0000,0.0000
2019,1,1,3,30,0,0,-13,0.87,2.4000000000000004,90.11,-11.700000000000001,974,0,0,0,0,8,0,0.2,5,142.49,0.0000,0.0000
2019,1,1,4,30,0,0,-13.200000000000001,0.87,2.3000000000000003,88.49,-11.700000000000001,974,0,0,0,0,7,0,0.2,4,132.72,0.0000,0.0000
2019,1,1,5,30,0,0,-13.200000000000001,0.87,2.2,89.06,-11.8,975,0,0,0,0,7,0,0.2,5,122.45,0.0000,0.0000
2019,1,1,6,30,0,0,-13.5,0.87,2,89.31,-12.100000000000001,975,0,0,0,0,7,0,0.2,7,112.18,0.0000,0.0000
2019,1,1,7,30,0,0,-14.100000000000001,0.87,1.8,91.01,-12.9,975,0,0,0,0,4,0,0.2,9,102.24000000000001,0.0000,0.0000
2019,1,1,8,30,0,0,-15,0.87,1.6,89.57000000000001,-13.700000000000001,975,0,0,0,0,4,0,0.2,11,92.95,0.0000,0.0000
2019,1,1,9,30,33,271,-15.8,0.87,1.4000000000000001,81.75,-13.3,976,59,26,577,82,4,100,0.2,10,84.47,0.0000,0.0000
2019,1,1,10,30,53,533,-14.3,0.87,1.3,79.92,-11.5,976,167,44,786,212,4,100,0.2,183,77.64,6.1236,8.0070
2019,1,1,11,30,89,464,-12.4,0.87,1.2000000000000002,83.36,-10.100000000000001,976,228,57,866,316,4,0,0.2,350,72.60000000000001,8.7934,11.3965
2019,1,1,12,30,109,454,-11.8,0.87,1.2000000000000002,84.67,-9.700000000000001,976,266,65,887,371,4,0,0.30000000000000004,336,69.83,10.5636,13.6382
2019,1,1,13,30,106,482,-11.5,0.87,1.1,85.81,-9.600000000000001,975,274,66,880,372,4,0,0.30000000000000004,327,69.64,10.9022,14.0722
2019,1,1,14,30,79,560,-11.4,0.87,1,86.67,-9.600000000000001,975,252,61,846,322,4,0,0.30000000000000004,315,72.04,9.7782,12.6620
2019,1,1,15,30,82,260,-11.4,0.87,0.9,89.31,-10,975,141,51,765,226,4,100,0.30000000000000004,298,76.78,5.2067,6.7974
2019,1,1,16,30,41,136,-11.9,0.87,0.9,92.86,-11,975,57,32,578,99,7,100,0.30000000000000004,282,83.39,0.0000,0.0000
2019,1,1,17,30,0,0,-13.200000000000001,0.87,1,90.58,-12,975,0,0,0,0,8,0,0.30000000000000004,271,91.66,0.0000,0.0000
2019,1,1,18,30,0,0,-14.100000000000001,0.87,1,87.29,-12.4,974,0,0,0,0,8,0,0.30000000000000004,265,100.83,0.0000,0.0000
2019,1,1,19,30,0,0,-14.9,0.87,1,93.48,-14.100000000000001,973,0,0,0,0,8,0,0.2,247,110.69,0.0000,0.0000
2019,1,1,20,30,0,0,-16.1,0.87,1.1,92.96000000000001,-15.200000000000001,973,0,0,0,0,8,0,0.2,235,120.93,0.0000,0.0000
2019,1,1,21,30,0,0,-16.900000000000002,0.87,1.2000000000000002,91.42,-15.8,972,0,0,0,0,8,0,0.2,225,131.22,0.0000,0.0000
2019,1,1,22,30,0,0,-16.900000000000002,0.87,1.4000000000000001,91.10000000000001,-15.8,971,0,0,0,0,8,0,0.2,218,141.1,0.0000,0.0000
2019,1,1,23,30,0,0,-16.7,0.87,1.5,89.81,-15.4,971,0,0,0,0,8,0,0.30000000000000004,213,149.74,0.0000,0.0000
2019,1,2,0,30,0,0,-15.9,0.87,1.7000000000000002,89.67,-14.600000000000001,970,0,0,0,0,8,0,0.30000000000000004,210,155.47,0.0000,0.0000
2019,1,2,1,30,0,0,-15.100000000000001,0.87,1.8,92.05,-14.100000000000001,969,0,0,0,0,8,0,0.30000000000000004,208,155.92000000000002,0.0000,0.0000
2019,1,2,2,30,0,0,-14.9,0.87,1.8,94.08,-14.200000000000001,969,0,0,0,0,8,0,0.30000000000000004,202,150.84,0.0000,0.0000
2019,1,2,3,30,0,0,-15.5,0.87,1.9000000000000001,94.7,-14.8,968,0,0,0,0,8,0,0.30000000000000004,196,142.5,0.0000,0.0000
2019,1,2,4,30,0,0,-16,0.87,2,93.33,-15.200000000000001,967,0,0,0,0,8,0,0.30000000000000004,193,132.74,0.0000,0.0000
2019,1,2,5,30,0,0,-16.3,0.87,2.1,91.56,-15.200000000000001,966,0,0,0,0,4,0,0.30000000000000004,193,122.48,0.0000,0.0000
2019,1,2,6,30,0,0,-16.1,0.87,2.2,90.71000000000001,-14.9,966,0,0,0,0,4,0,0.4,192,112.2,0.0000,0.0000
2019,1,2,7,30,0,0,-15.700000000000001,0.87,2.2,89.77,-14.4,965,0,0,0,0,4,0,0.4,191,102.26,0.0000,0.0000
2019,1,2,8,30,0,0,-15.200000000000001,0.87,2.3000000000000003,88.15,-13.700000000000001,965,0,0,0,0,4,0,0.4,189,92.95,0.0000,0.0000
