Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,997291,-,-,-,45.01,-83.1,-5,176,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Clearsky GHI,Solar Zenith Angle,Clearsky DNI,Clearsky DHI,Cloud Type,Fill Flag,Precipitable Water,Wind Direction,Global Horizontal UV Irradiance (295-385nm),Global Horizontal UV Irradiance (280-400nm)
2016,1,1,0,30,0,0,-3,0.866,8.4,80.97,-1,990,0,0,158,0,0,4,0,0.577,256.7,0.0000,0.0000
2016,1,1,1,30,0,0,-4,0.866,8.4,83.85000000000001,-2,990,0,0,155.38,0,0,4,0,0.548,257.6,0.0000,0.0000
2016,1,1,2,30,0,0,-4,0.866,8.4,81.26,-2,990,0,0,147.99,0,0,4,0,0.527,256.7,0.0000,0.0000
2016,1,1,3,30,0,0,-5,0.866,8.5,79.14,-2,990,0,0,138.41,0,0,4,0,0.507,255.9,0.0000,0.0000
2016,1,1,4,30,0,0,-5,0.866,8.3,83.24,-3,990,0,0,128.01,0,0,4,0,0.502,256.90000000000003,0.0000,0.0000
2016,1,1,5,30,0,0,-5,0.866,8.1,82.63,-3,990,0,0,117.42,0,0,4,0,0.523,258.5,0.0000,0.0000
2016,1,1,6,30,0,0,-5,0.866,8.1,83.76,-3,990,0,0,107.02,0,0,4,0,0.554,260.3,0.0000,0.0000
2016,1,1,7,30,0,0,-5,0.866,8.1,85.91,-3,990,0,0,97.11,0,0,4,0,0.5650000000000001,262.3,0.0000,0.0000
2016,1,1,8,30,9,0,-4,0.866,8.1,81.33,-2,990,9,20,88.01,70,17,4,4,0.548,263.2,0.0000,0.0000
2016,1,1,9,30,64,19,-4,0.866,8.200000000000001,82.57000000000001,-2,990,67,142,80.10000000000001,429,68,8,4,0.523,264,0.0000,0.0000
2016,1,1,10,30,114,44,-4,0.866,8.200000000000001,83.8,-2,990,126,266,73.81,614,95,4,4,0.504,263.90000000000003,4.7959,6.2277
2016,1,1,11,30,143,69,-4,0.866,8.1,84.74,-2,990,167,353,69.65,709,106,4,0,0.491,263.7,6.6441,8.5761
2016,1,1,12,30,154,236,-4,0.866,7.9,85.28,-2,990,242,388,68.02,754,106,4,0,0.485,263.90000000000003,9.7826,12.6037
2016,1,1,13,30,98,754,-4,0.866,7.6000000000000005,85.52,-1,990,367,367,69.12,754,98,0,0,0.487,265.1,14.6786,18.9348
2016,1,1,14,30,80,722,-4,0.866,7.2,79.36,-1,990,294,294,72.81,722,80,4,4,0.504,265.8,11.3130,14.6667
2016,1,1,15,30,57,612,-4,0.866,6.800000000000001,79.42,-1,990,177,177,78.71000000000001,612,57,1,0,0.541,265.5,6.4484,8.4472
2016,1,1,16,30,25,303,-4,0.866,6.6000000000000005,84.73,-2,990,45,45,86.35000000000001,303,25,1,0,0.589,264.40000000000003,0.0000,0.0000
2016,1,1,17,30,0,0,-4,0.866,6.6000000000000005,83.53,-2,990,0,0,95.25,0,0,1,0,0.628,262.3,0.0000,0.0000
2016,1,1,18,30,0,0,-4,0.866,6.7,82.78,-2,990,0,0,105.02,0,0,1,0,0.652,260.1,0.0000,0.0000
2016,1,1,19,30,0,0,-4,0.866,6.6000000000000005,87.94,-3,990,0,0,115.34,0,0,1,0,0.671,256.2,0.0000,0.0000
2016,1,1,20,30,0,0,-4,0.866,6.5,87.92,-3,990,0,0,125.92,0,0,0,0,0.6960000000000001,249.9,0.0000,0.0000
2016,1,1,21,30,0,0,-4,0.866,6.6000000000000005,83,-2,990,0,0,136.39000000000001,0,0,1,0,0.707,244.3,0.0000,0.0000
2016,1,1,22,30,0,0,-4,0.866,6.7,84.53,-2,990,0,0,146.19,0,0,1,0,0.683,242.9,0.0000,0.0000
2016,1,1,23,30,0,0,-4,0.866,6.800000000000001,86.13,-2,990,0,0,154.16,0,0,4,0,0.637,244.3,0.0000,0.0000
2016,1,2,0,30,0,0,-3,0.866,6.6000000000000005,87.68,-2,990,0,0,157.91,0,0,4,0,0.6,249.4,0.0000,0.0000
2016,1,2,1,30,0,0,-3,0.866,6.1000000000000005,82.08,-1,990,0,0,155.35,0,0,4,0,0.595,254.5,0.0000,0.0000
2016,1,2,2,30,0,0,-3,0.866,5.800000000000001,82.31,-1,990,0,0,148,0,0,4,0,0.611,255.8,0.0000,0.0000
2016,1,2,3,30,0,0,-3,0.866,5.7,82.46000000000001,-1,990,0,0,138.43,0,0,4,0,0.641,257.40000000000003,0.0000,0.0000
2016,1,2,4,30,0,0,-3,0.866,5.7,83.19,-1,990,0,0,128.04,0,0,4,0,0.66,258.2,0.0000,0.0000
2016,1,2,5,30,0,0,-3,0.866,5.9,84.27,-1,990,0,0,117.45,0,0,4,0,0.656,261.2,0.0000,0.0000
2016,1,2,6,30,0,0,-3,0.866,6,83.76,-1,990,0,0,107.05,0,0,4,0,0.659,265.40000000000003,0.0000,0.0000
2016,1,2,7,30,0,0,-3,0.866,6,82.75,-1,990,0,0,97.13,0,0,4,0,0.666,268.5,0.0000,0.0000
2016,1,2,8,30,11,0,-3,0.866,6,81.73,-1,990,11,22,88.01,126,17,4,4,0.669,269.6,0.0000,0.0000
2016,1,2,9,30,66,43,-3,0.866,6,83.21000000000001,-1,990,74,145,80.08,499,59,4,4,0.674,266.7,0.0000,0.0000
2016,1,2,10,30,116,72,-3,0.866,6,79.94,0,990,136,268,73.78,668,81,4,4,0.687,259.90000000000003,5.1782,6.7238
2016,1,2,11,30,150,86,-2,0.866,6.1000000000000005,81.83,0,980,180,353,69.59,756,89,4,4,0.71,249.70000000000002,7.1657,9.2486
2016,1,2,12,30,163,90,-2,0.866,6.4,84.33,0,980,197,387,67.94,791,90,4,4,0.746,240.4,7.9695,10.2669
2016,1,2,13,30,113,470,-1,0.866,6.5,86.93,0,980,282,365,69.01,777,86,4,0,0.796,232.5,11.2912,14.5633
2016,1,2,14,30,106,397,-1,0.866,6.800000000000001,89.65,0,980,225,291,72.69,720,76,8,4,0.8210000000000001,223.60000000000002,8.6692,11.2371
2016,1,2,15,30,74,303,-1,0.866,7.4,92.52,0,980,134,174,78.59,572,61,8,4,0.802,217.9,4.8846,6.3974
2016,1,2,16,30,25,135,0,0.866,7.9,95.10000000000001,0,980,34,45,86.21000000000001,275,26,8,4,0.772,218.20000000000002,0.0000,0.0000
2016,1,2,17,30,0,0,0,0.866,8.3,90.32000000000001,1,980,0,0,95.11,0,0,8,0,0.796,221.5,0.0000,0.0000
2016,1,2,18,30,0,0,0,0.866,8.6,97.25,0,980,0,0,104.88,0,0,8,0,0.8290000000000001,227.3,0.0000,0.0000
2016,1,2,19,30,0,0,0,0.866,8.3,95.94,0,980,0,0,115.21000000000001,0,0,8,0,0.759,237.9,0.0000,0.0000
2016,1,2,20,30,0,0,0,0.866,7.9,93.78,0,980,0,0,125.78,0,0,4,0,0.673,247.8,0.0000,0.0000
2016,1,2,21,30,0,0,-1,0.866,7.5,92.02,0,980,0,0,136.25,0,0,8,0,0.663,258,0.0000,0.0000
2016,1,2,22,30,0,0,-1,0.866,7.5,91.3,0,980,0,0,146.05,0,0,4,0,0.704,269.40000000000003,0.0000,0.0000
2016,1,2,23,30,0,0,-1,0.866,7.7,91.67,0,980,0,0,154.03,0,0,4,0,0.736,281.6,0.0000,0.0000
2016,1,3,0,30,0,0,-1,0.866,8.3,92.69,0,980,0,0,157.82,0,0,4,0,0.719,290.5,0.0000,0.0000
2016,1,3,1,30,0,0,-1,0.866,9.200000000000001,92.31,0,980,0,0,155.31,0,0,4,0,0.681,297.6,0.0000,0.0000
2016,1,3,2,30,0,0,-1,0.866,9.9,87.05,0,980,0,0,148,0,0,4,0,0.655,305,0.0000,0.0000
2016,1,3,3,30,0,0,-2,0.866,10.3,83.68,0,980,0,0,138.45000000000002,0,0,4,0,0.645,313.5,0.0000,0.0000
2016,1,3,4,30,0,0,-2,0.866,10.4,80.37,0,980,0,0,128.06,0,0,4,0,0.626,324.70000000000005,0.0000,0.0000
2016,1,3,5,30,0,0,-3,0.866,9.9,80.97,-1,980,0,0,117.47,0,0,4,0,0.578,332.20000000000005,0.0000,0.0000
2016,1,3,6,30,0,0,-4,0.866,9.3,77.75,-1,980,0,0,107.06,0,0,4,0,0.513,333.6,0.0000,0.0000
2016,1,3,7,30,0,0,-4,0.866,9,75.77,-1,980,0,0,97.14,0,0,4,0,0.457,334.90000000000003,0.0000,0.0000
2016,1,3,8,30,18,0,-5,0.866,8.6,79.69,-2,990,18,24,88.01,204,17,4,4,0.424,336.20000000000005,0.0000,0.0000
2016,1,3,9,30,57,363,-5,0.866,8.3,77.96000000000001,-2,990,120,156,80.06,622,49,4,4,0.40900000000000003,336.70000000000005,0.0000,0.0000
2016,1,3,10,30,83,479,-5,0.866,8.1,76.08,-2,990,217,283,73.73,780,65,4,4,0.40800000000000003,336.70000000000005,8.2668,10.7334
2016,1,3,11,30,101,520,-6,0.866,8.1,73.85000000000001,-2,990,283,369,69.52,841,75,4,0,0.402,335.90000000000003,11.2739,14.5498
2016,1,3,12,30,81,0,-6,0.866,8,77.68,-2,990,81,404,67.85,863,79,4,0,0.385,333.90000000000003,3.2796,4.2246
2016,1,3,13,30,76,853,-6,0.866,7.800000000000001,76.60000000000001,-3,990,383,383,68.9,853,76,1,0,0.375,332.1,15.3517,19.7981
