Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,998132,-,-,-,42.33,-83.06,-5,186,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2015,1,1,0,30,0,0,0,0,0,0,0,-13,160.66,0,0.122,7.4,0.35100000000000003,245.9,66.79,-7,990,0.0000,0.0000
2015,1,1,1,30,0,0,0,0,0,0,1,-12,157.61,0,0.122,7.1000000000000005,0.388,248.3,64.6,-7,990,0.0000,0.0000
2015,1,1,2,30,0,0,0,0,0,0,4,-11,149.39000000000001,0,0.122,6.6000000000000005,0.398,246.8,67.67,-7,990,0.0000,0.0000
2015,1,1,3,30,0,0,0,0,0,0,1,-11,139.11,0,0.122,6.5,0.381,241.3,70.2,-7,990,0.0000,0.0000
2015,1,1,4,30,0,0,0,0,0,0,8,-11,128.15,0,0.122,6.9,0.369,236.3,71.4,-7,990,0.0000,0.0000
2015,1,1,5,30,0,0,0,0,0,0,7,-11,117.09,0,0.122,7.1000000000000005,0.359,232.5,71.8,-7,990,0.0000,0.0000
2015,1,1,6,30,0,0,0,0,0,0,7,-11,106.26,0,0.122,7.2,0.34500000000000003,229.20000000000002,71.48,-7,990,0.0000,0.0000
2015,1,1,7,30,0,0,0,0,0,0,7,-11,95.93,0,0.122,7.4,0.34400000000000003,227.5,70.76,-7,990,0.0000,0.0000
2015,1,1,8,30,23,176,34,23,333,44,8,-11,86.42,4,0.122,7.9,0.405,228.5,70.12,-7,990,0.0000,0.0000
2015,1,1,9,30,68,370,144,49,657,184,4,-11,78.11,4,0.122,8.3,0.531,234,64.26,-6,990,6.8878,5.2633
2015,1,1,10,30,61,788,311,61,788,311,1,-11,71.47,0,0.122,8.700000000000001,0.622,241.3,59.63,-5,990,15.7094,12.1415
2015,1,1,11,30,68,842,396,68,842,396,1,-11,67.05,0,0.122,8.8,0.664,246.20000000000002,53.04,-3,990,20.7896,16.1522
2015,1,1,12,30,69,862,429,69,862,429,1,-10,65.32000000000001,0,0.122,8.8,0.718,249,51.95,-2,980,22.8277,17.7637
2015,1,1,13,30,110,575,340,63,864,408,4,-9,66.49,0,0.122,8.700000000000001,0.792,251.9,50.92,-1,980,17.9297,13.9377
2015,1,1,14,30,60,803,329,60,803,329,1,-9,70.42,0,0.122,8.1,0.87,254.4,53.27,-1,980,16.7792,12.9867
2015,1,1,15,30,86,219,137,53,665,206,4,-8,76.66,0,0.122,7.4,0.933,255.3,55.49,-1,980,6.6102,5.0645
2015,1,1,16,30,32,348,64,32,348,64,4,-8,84.68,4,0.122,6.800000000000001,0.972,254,61.97,-1,980,0.0000,0.0000
2015,1,1,17,30,0,0,0,0,0,0,4,-7,93.99,0,0.122,6.5,0.974,250.70000000000002,64.72,-2,990,0.0000,0.0000
2015,1,1,18,30,0,0,0,0,0,0,4,-7,104.19,0,0.122,6.5,0.933,249,67.23,-2,990,0.0000,0.0000
2015,1,1,19,30,0,0,0,0,0,0,7,-6,114.94,0,0.122,6.300000000000001,0.871,248.9,69.39,-2,990,0.0000,0.0000
2015,1,1,20,30,0,0,0,0,0,0,7,-6,125.98,0,0.122,6.1000000000000005,0.8160000000000001,250.60000000000002,70.92,-2,990,0.0000,0.0000
2015,1,1,21,30,0,0,0,0,0,0,4,-6,136.99,0,0.122,5.9,0.79,251.70000000000002,72.26,-2,990,0.0000,0.0000
2015,1,1,22,30,0,0,0,0,0,0,4,-5,147.46,0,0.122,5.800000000000001,0.785,252.20000000000002,74.51,-2,990,0.0000,0.0000
2015,1,1,23,30,0,0,0,0,0,0,4,-5,156.24,0,0.122,5.4,0.784,255.70000000000002,76.61,-2,990,0.0000,0.0000
2015,1,2,0,30,0,0,0,0,0,0,4,-5,160.57,0,0.122,4.6000000000000005,0.782,258.2,78.5,-2,990,0.0000,0.0000
2015,1,2,1,30,0,0,0,0,0,0,4,-5,157.59,0,0.122,3.8000000000000003,0.783,263.1,85.7,-3,990,0.0000,0.0000
2015,1,2,2,30,0,0,0,0,0,0,4,-4,149.4,0,0.122,3,0.782,269.2,86.34,-3,990,0.0000,0.0000
2015,1,2,3,30,0,0,0,0,0,0,4,-4,139.14000000000001,0,0.122,2.3000000000000003,0.763,274.6,86.32000000000001,-3,990,0.0000,0.0000
2015,1,2,4,30,0,0,0,0,0,0,4,-5,128.19,0,0.122,1.9000000000000001,0.721,279.2,92.22,-4,990,0.0000,0.0000
2015,1,2,5,30,0,0,0,0,0,0,4,-5,117.12,0,0.122,1.7000000000000002,0.675,283.2,90.98,-4,990,0.0000,0.0000
2015,1,2,6,30,0,0,0,0,0,0,4,-5,106.28,0,0.122,1.5,0.643,285.40000000000003,96.52,-5,990,0.0000,0.0000
2015,1,2,7,30,0,0,0,0,0,0,4,-5,95.95,0,0.122,1.5,0.625,280,94.84,-5,1000,0.0000,0.0000
2015,1,2,8,30,22,314,42,22,314,42,1,-5,86.42,0,0.122,2,0.615,275.2,87.31,-4,1000,0.0000,0.0000
2015,1,2,9,30,78,58,90,49,648,183,4,-5,78.09,0,0.122,2.9000000000000004,0.611,275.8,76.56,-2,1000,4.3053,3.2900
2015,1,2,10,30,131,74,154,60,792,313,4,-7,71.44,4,0.122,3.5,0.61,276.6,57.74,0,1000,7.7811,6.0141
2015,1,2,11,30,167,89,202,66,856,400,4,-7,66.99,4,0.122,3.8000000000000003,0.611,274.6,55.72,0,1000,10.6099,8.2437
2015,1,2,12,30,182,129,237,68,874,434,4,-7,65.24,0,0.122,3.9000000000000004,0.62,272.1,56.46,0,1000,12.6187,9.8201
2015,1,2,13,30,131,472,320,71,843,409,7,-7,66.39,0,0.122,3.8000000000000003,0.639,269.5,57.88,1,1000,16.8883,13.1294
2015,1,2,14,30,112,421,254,67,786,332,7,-6,70.3,0,0.122,3.2,0.663,269.6,59.45,1,1000,12.9682,10.0387
2015,1,2,15,30,86,233,140,55,667,210,7,-6,76.53,0,0.122,2,0.686,271.6,62.120000000000005,0,1000,6.7613,5.1815
2015,1,2,16,30,34,122,46,31,400,69,6,-4,84.55,4,0.122,1.1,0.706,271.1,70.5,0,1000,0.0000,0.0000
2015,1,2,17,30,0,0,0,0,0,0,7,-5,93.86,0,0.122,0.8,0.725,271.3,69.94,0,1000,0.0000,0.0000
2015,1,2,18,30,0,0,0,0,0,0,7,-6,104.05,0,0.122,0.4,0.749,267.5,67.48,0,1000,0.0000,0.0000
2015,1,2,19,30,0,0,0,0,0,0,6,-6,114.8,0,0.122,0.5,0.774,220.4,66.61,-1,1000,0.0000,0.0000
2015,1,2,20,30,0,0,0,0,0,0,6,-5,125.84,0,0.122,0.9,0.802,131.70000000000002,69.58,-1,1000,0.0000,0.0000
2015,1,2,21,30,0,0,0,0,0,0,7,-5,136.85,0,0.122,1.2000000000000002,0.841,146,77.41,-2,1000,0.0000,0.0000
2015,1,2,22,30,0,0,0,0,0,0,7,-5,147.32,0,0.122,1.3,0.878,147.8,79.48,-2,1000,0.0000,0.0000
2015,1,2,23,30,0,0,0,0,0,0,7,-4,156.11,0,0.122,1.5,0.902,135.9,81.63,-2,1000,0.0000,0.0000
2015,1,3,0,30,0,0,0,0,0,0,6,-4,160.47,0,0.122,1.8,0.909,136.4,84.38,-2,1000,0.0000,0.0000
2015,1,3,1,30,0,0,0,0,0,0,6,-3,157.55,0,0.122,2.1,0.92,138.20000000000002,87.42,-2,1000,0.0000,0.0000
2015,1,3,2,30,0,0,0,0,0,0,7,-3,149.41,0,0.122,2.3000000000000003,0.962,132.4,90.05,-2,1000,0.0000,0.0000
2015,1,3,3,30,0,0,0,0,0,0,7,-3,139.17000000000002,0,0.122,2.5,1.052,127.80000000000001,92.04,-2,1000,0.0000,0.0000
2015,1,3,4,30,0,0,0,0,0,0,6,-2,128.22,0,0.122,2.8000000000000003,1.211,119,93.75,-2,990,0.0000,0.0000
2015,1,3,5,30,0,0,0,0,0,0,6,-2,117.15,0,0.122,3,1.468,115.9,88.49,-1,990,0.0000,0.0000
2015,1,3,6,30,0,0,0,0,0,0,6,-2,106.31,0,0.122,3.5,1.747,121,90.14,-1,990,0.0000,0.0000
2015,1,3,7,30,0,0,0,0,0,0,6,-2,95.96000000000001,0,0.122,3.7,1.931,126.10000000000001,85.34,0,990,0.0000,0.0000
2015,1,3,8,30,12,0,12,25,167,35,6,-1,86.42,4,0.122,3.6,2.05,126.30000000000001,87.54,0,990,0.0000,0.0000
2015,1,3,9,30,27,0,27,70,426,158,6,-1,78.07000000000001,0,0.122,3.8000000000000003,2.169,115.60000000000001,90.61,0,990,1.2917,0.9871
2015,1,3,10,30,73,0,73,104,517,269,6,0,71.4,0,0.122,4.1000000000000005,2.2880000000000003,108.5,93.26,0,990,3.6898,2.8521
2015,1,3,11,30,43,0,43,128,552,345,6,0,66.93,0,0.122,4.1000000000000005,2.3890000000000002,111.4,95.23,0,990,2.2596,1.7558
2015,1,3,12,30,62,0,62,133,579,376,6,0,65.14,0,0.122,4.1000000000000005,2.466,112.10000000000001,97.49000000000001,0,990,3.3036,2.5711
2015,1,3,13,30,52,0,52,129,560,355,6,0,66.27,0,0.122,4.1000000000000005,2.556,111.60000000000001,99.68,0,980,2.7469,2.1358
2015,1,3,14,30,55,0,55,106,540,289,6,0,70.17,0,0.122,3.6,2.633,122.2,100,0,980,2.8114,2.1766
2015,1,3,15,30,48,0,48,74,472,185,6,0,76.39,0,0.122,3,2.649,134.9,100,1,980,2.3206,1.7788
2015,1,3,16,30,14,0,14,39,167,56,6,0,84.41,4,0.122,2.5,2.656,145.9,100,1,980,0.0000,0.0000
