Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,844924,-,-,-,46.45,-90.18,-5,454,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Precipitable Water,Wind Direction,Solar Zenith Angle,Global Horizontal UV Irradiance (295-385nm),Global Horizontal UV Irradiance (280-400nm)
2017,1,1,0,30,0,0,-11,0.866,2.5,84.2,-9,950,0,0,0,0,8,0,0.616,204,155.53,0.0000,0.0000
2017,1,1,1,30,0,0,-10,0.866,2.6,82.16,-9,950,0,0,0,0,8,0,0.635,209.10000000000002,155.96,0.0000,0.0000
2017,1,1,2,30,0,0,-10,0.866,2.6,84.82000000000001,-8,950,0,0,0,0,4,0,0.649,220.9,150.85,0.0000,0.0000
2017,1,1,3,30,0,0,-9,0.866,2.4000000000000004,89.76,-8,950,0,0,0,0,4,0,0.655,232.70000000000002,142.49,0.0000,0.0000
2017,1,1,4,30,0,0,-9,0.866,2.2,90.96000000000001,-8,950,0,0,0,0,4,0,0.651,235.9,132.72,0.0000,0.0000
2017,1,1,5,30,0,0,-9,0.866,2.1,88.15,-8,950,0,0,0,0,4,0,0.634,237.9,122.45,0.0000,0.0000
2017,1,1,6,30,0,0,-9,0.866,2.1,85.83,-9,950,0,0,0,0,4,0,0.607,238.4,112.18,0.0000,0.0000
2017,1,1,7,30,0,0,-9,0.866,2.1,86.39,-8,950,0,0,0,0,4,0,0.5750000000000001,244.3,102.23,0.0000,0.0000
2017,1,1,8,30,0,0,-9,0.866,2,82.54,-8,950,0,0,0,0,4,0,0.539,253.70000000000002,92.93,0.0000,0.0000
2017,1,1,9,30,12,0,-8,0.866,1.8,86.35000000000001,-7,950,12,44,213,64,4,4,0.511,263.1,84.61,0.0000,0.0000
2017,1,1,10,30,37,0,-8,0.866,1.5,84.36,-6,960,37,90,444,185,4,4,0.498,269.5,77.69,1.3562,1.7735
2017,1,1,11,30,57,0,-7,0.866,1.5,84.19,-5,960,57,116,567,286,4,4,0.49,274.8,72.61,2.1981,2.8489
2017,1,1,12,30,69,0,-6,0.866,1.6,84.19,-4,960,69,124,639,344,4,0,0.47800000000000004,280.8,69.82000000000001,2.7405,3.5381
2017,1,1,13,30,64,0,-5,0.866,1.5,82.04,-4,960,64,117,671,351,4,4,0.463,287.2,69.62,2.5470,3.2875
2017,1,1,14,30,55,0,-5,0.866,1.2000000000000002,83.71000000000001,-4,960,55,102,653,304,4,4,0.457,297.8,72.02,2.1346,2.7641
2017,1,1,15,30,38,0,-5,0.866,1,83.3,-4,960,38,76,590,211,4,4,0.468,314,76.78,1.4032,1.8319
2017,1,1,16,30,16,0,-6,0.866,0.9,88.28,-5,960,16,44,381,87,8,4,0.498,331.90000000000003,83.45,0.0000,0.0000
2017,1,1,17,30,0,0,-8,0.866,1.1,79.64,-6,960,0,0,0,0,8,0,0.541,342.5,91.58,0.0000,0.0000
2017,1,1,18,30,0,0,-9,0.866,1.1,74.72,-6,960,0,0,0,0,8,0,0.583,350.20000000000005,100.76,0.0000,0.0000
2017,1,1,19,30,0,0,-9,0.866,1.1,73.51,-6,960,0,0,0,0,8,0,0.618,16.8,110.62,0.0000,0.0000
2017,1,1,20,30,0,0,-10,0.866,1.1,72.79,-7,960,0,0,0,0,8,0,0.653,51.400000000000006,120.86,0.0000,0.0000
2017,1,1,21,30,0,0,-9,0.866,1,79.60000000000001,-7,960,0,0,0,0,8,0,0.6900000000000001,68.3,131.15,0.0000,0.0000
2017,1,1,22,30,0,0,-9,0.866,1,82.92,-7,960,0,0,0,0,8,0,0.724,80.5,141.03,0.0000,0.0000
2017,1,1,23,30,0,0,-9,0.866,1.1,85.39,-7,960,0,0,0,0,8,0,0.754,87.30000000000001,149.68,0.0000,0.0000
